Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Units	Exposure_Units	Methylation_Array	Tissue	Further_Details	N	N_Cohorts	Age	Sex	Ancestry	StudyID
Marioni RE	NA	25617346	2015-01-22	Walking speed	NA	NA	Table S2	DNA methylation	Walking speed	Age, sex, height, cell composition	Beta values	Seconds	Illumina HumanMethylation450	Whole blood	NA	1085	1	Geriatrics	Both	European	25617346_walking_speed
Spiers H	NA	25650246	2015-02-03	Gestational age	EFO_0005112, EFO_0000246	NA	Additional file 1	DNA methylation	Gestational age	Sex, batch	Beta values	days	Illumina HumanMethylation450	Fetal brain	NA	179	1	NA	Both	Unclear	25650246_gestational_age
Spiers H	NA	25650246	2015-02-03	Interaction between gestational age and sex	EFO_0005112, EFO_0000246, PATO_0000047	NA	Table 4	DNA methylation	Interaction between gestational age and sex	batch	Beta values	NA	Illumina HumanMethylation450	Fetal brain	NA	179	1	NA	Both	Unclear	25650246_interaction_between_gestational_age_and_sex
Spiers H	NA	25650246	2015-02-03	Sex	PATO_0000047	NA	Additional file 3	DNA methylation	Sex	Gestational age, batch	Beta values	NA	Illumina HumanMethylation450	Fetal brain	NA	179	1	NA	Both	Unclear	25650246_sex
Zaghlool SB	NA	25663950	2015-01-22	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	NA	Table 1	DNA methylation	Smoking	Age, sex, cell composition, batch	M values	NA	Illumina HumanMethylation450	Whole blood	NA	121	1	NA	Both	Other	25663950_smoking
Hernandez-Vargas H	NA	25855716	2015-04-07	Prenatal exposure to aflatoxin B1	CHEBI_2504	NA	Table 2	DNA methylation	Prenatal exposure to aflatoxin B1	Sex, season of conception, batch	M values	NA	Illumina HumanMethylation450	Whole blood	NA	115	1	Infants	Both	African	25855716_prenatal_exposure_to_aflatoxin_b1
Sharp GC	NA	25855720	2015-08-01	Gestational weight gain in early pregnancy	EFO_0008435	Childhood	Additional file 1	DNA methylation	Gestational weight gain in early pregnancy	Offspring sex, maternal age, maternal smoking, maternal occupation, parity, batch	Beta values	kg/w	Illumina HumanMethylation450	Whole blood	NA	733	1	Children	Both	European	25855720_gestational_weight_gain_in_early_pregnancy_childhood
Sharp GC	NA	25855720	2015-08-01	Maternal obesity	EFO_0001073	Adolescence	Additional file 1	DNA methylation	Maternal obesity	Offspring sex, maternal age, maternal smoking, maternal occupation, parity, batch	Beta values	NA	Illumina HumanMethylation450	Whole blood	NA	654	1	Children	Both	European	25855720_maternal_obesity_adolescence
Sharp GC	NA	25855720	2015-08-01	Maternal obesity	EFO_0001073	Birth	Additional file 1	DNA methylation	Maternal obesity	Offspring sex, maternal age, maternal smoking, maternal occupation, parity, batch	Beta values	NA	Illumina HumanMethylation450	Cord blood	NA	609	1	Infants	Both	European	25855720_maternal_obesity_birth
Sharp GC	NA	25855720	2015-08-01	Maternal obesity	EFO_0001073	Childhood	Additional file 1	DNA methylation	Maternal obesity	Offspring sex, maternal age, maternal smoking, maternal occupation, parity, batch	Beta values	NA	Illumina HumanMethylation450	Whole blood	NA	646	1	Children	Both	European	25855720_maternal_obesity_childhood
Sharp GC	NA	25855720	2015-08-01	Maternal underweight	EFO_0005936	Adolescence	Additional file 1	DNA methylation	Maternal underweight	Offspring sex, maternal age, maternal smoking, maternal occupation, parity, batch	Beta values	NA	Illumina HumanMethylation450	Whole blood	NA	647	1	Children	Both	European	25855720_maternal_underweight_adolescence
Sharp GC	NA	25855720	2015-08-01	Maternal underweight	EFO_0005936	Birth	Additional file 1	DNA methylation	Maternal underweight	Offspring sex, maternal age, maternal smoking, maternal occupation, parity, batch	Beta values	NA	Illumina HumanMethylation450	Cord blood	NA	601	1	Infants	Both	European	25855720_maternal_underweight_birth
Sharp GC	NA	25855720	2015-08-01	Maternal underweight	EFO_0005936	Childhood	Additional file 1	DNA methylation	Maternal underweight	Offspring sex, maternal age, maternal smoking, maternal occupation, parity, batch	Beta values	NA	Illumina HumanMethylation450	Whole blood	NA	638	1	Children	Both	European	25855720_maternal_underweight_childhood
Sharp GC	NA	25855720	2015-08-01	Pre-pregnancy body mass index	EFO_0004340	Birth	Additional file 1	DNA methylation	Maternal pre-pregnancy body mass index	Offspring sex, maternal age, maternal smoking, maternal occupation, parity, batch	Beta values	kg/m2	Illumina HumanMethylation450	Cord blood	NA	727	1	Infants	Both	European	25855720_prepregnancy_body_mass_index_birth
Sharp GC	NA	25855720	2015-08-01	Pre-pregnancy body mass index	EFO_0004340	Childhood	Additional file 1	DNA methylation	Maternal pre-pregnancy body mass index	Offspring sex, maternal age, maternal smoking, maternal occupation, parity, batch	Beta values	kg/m2	Illumina HumanMethylation450	Whole blood	NA	770	1	Children	Both	European	25855720_prepregnancy_body_mass_index_childhood
Marttila S	NA	25888029	2015-03-14	Ageing	GO_0007568	NA	Additional file 1	DNA methylation	Age group	Sex, cell composition	Beta values	NA	Illumina HumanMethylation450	Whole blood	Variable dispersion beta regression model	143	1	Adults	Both	European	25888029_ageing
Demerath EW	NA	25935004	2015-08-01	Body mass index change	EFO_0004340, EFO_0005937	NA	Table S3	DNA methylation	Body mass index change	Age, sex, smoking, alcohol consumption, education, household income, physical activity, cell composition, batch	Beta values	kg/m2	Illumina HumanMethylation450	Whole blood	Regression coefficient per 1 SD of body mass index change	2096	1	Adults	Both	African	25935004_body_mass_index_change
Demerath EW	NA	25935004	2015-08-01	Body mass index	EFO_0004340	Discovery	Table S4	DNA methylation	Body mass index	Age, sex, smoking, alcohol consumption, education, household income, physical activity, cell composition, batch	Beta values	kg/m2	Illumina HumanMethylation450	Whole blood	Regression coefficient per 1 SD of body mass index	2096	1	Adults	Both	African	25935004_body_mass_index_discovery
Demerath EW	NA	25935004	2015-08-01	Body mass index	EFO_0004340	Meta-analysis	Table 2	DNA methylation	Body mass index	Age, sex, smoking, alcohol consumption, education, household income, physical activity, cell composition, batch	Beta values	kg/m2	Illumina HumanMethylation450	Whole blood, CD4+ T cells	Regression coefficient per 1 SD of body mass index	5464	4	Adults	Both	European, African	25935004_body_mass_index_metaanalysis
Demerath EW	NA	25935004	2015-08-01	Body mass index	EFO_0004340	Replication	Table 2	DNA methylation	Body mass index	Age, sex, smoking, batch	Beta values	kg/m2	Illumina HumanMethylation450	Whole blood, CD4+ T cells	Regression coefficient per 1 SD of body mass index	3368	3	Adults	Both	European	25935004_body_mass_index_replication
Demerath EW	NA	25935004	2015-08-01	Waist circumference	EFO_0004342	Discovery	Table S5	DNA methylation	Waist circumference	Age, sex, smoking, alcohol consumption, education, household income, physical activity, cell composition, batch	Beta values	cm	Illumina HumanMethylation450	Whole blood	Regression coefficient per 1 SD of waist circumference	2097	1	Adults	Both	African	25935004_waist_circumference_discovery
Demerath EW	NA	25935004	2015-08-01	Waist circumference	EFO_0004342	Meta-analysis	Table 3	DNA methylation	Waist circumference	Age, sex, smoking, alcohol consumption, education, household income, physical activity, cell composition, batch	Beta values	cm	Illumina HumanMethylation450	Whole blood, CD4+ T cells	Regression coefficient per 1 SD of waist circumference	3088	2	Adults	Both	European, African	25935004_waist_circumference_metaanalysis
Demerath EW	NA	25935004	2015-08-01	Waist circumference	EFO_0004342	Replication	Table 3	DNA methylation	Waist circumference	Age, sex, smoking, batch	Beta values	cm	Illumina HumanMethylation450	CD4+ T-cells	Regression coefficient per 1 SD of waist circumference	991	1	Adults	Both	European	25935004_waist_circumference_replication
Tobi EW	NA	25944819	2015-08-01	Prenatal famine exposure	EFO_0005112	Any of the gestation periods	Table 3	DNA methylation	Prenatal famine exposure	Age, sex, batch	Beta values	kcal/day	Illumina HumanMethylation450	Whole blood	NA	811	1	Adults	Both	European	25944819_prenatal_famine_exposure_any_of_the_gestation_periods
Tobi EW	NA	25944819	2015-08-01	Prenatal famine exposure	EFO_0005112	Early weeks of gestation (weeks 1-10)	Table 2	DNA methylation	Prenatal famine exposure	Age, sex, batch	Beta values	kcal/day	Illumina HumanMethylation450	Whole blood	NA	536	1	Adults	Both	European	25944819_prenatal_famine_exposure_early_weeks_of_gestation_weeks_110
Chambers JC	NA	26095709	2015-07-01	Type II diabetes	EFO_0001360	Discovery	Table 3	Type II diabetes	DNA methylation	Age, sex, cell composition, batch	NA	Beta values	Illumina HumanMethylation450	Whole blood	Regression coeffcient per 1 pecent increase in methylation	2664	1	Adults	Both	South Asian	26095709_type_ii_diabetes_discovery
Chambers JC	NA	26095709	2015-07-01	Type II diabetes	EFO_0001360	Meta-analysis	Table 3	Type II diabetes	DNA methylation	Age, sex, cell composition, batch	NA	Beta values	Illumina HumanMethylation450	Whole blood	Regression coeffcient per 1 pecent increase in methylation	3805	4	Adults	Both	European, South Asian	26095709_type_ii_diabetes_metaanalysis
Chambers JC	NA	26095709	2015-07-01	Type II diabetes	EFO_0001360	Replication	Table 3	Type II diabetes	DNA methylation	Age, sex, cell composition, batch	NA	Beta values	Illumina HumanMethylation450	Whole blood	Regression coeffcient per 1 pecent increase in methylation	1141	3	Adults	Both	European	26095709_type_ii_diabetes_replication
Aslibekyan S	NA	26110892	2015-07-01	Body mass index	EFO_0004340	ARIC	Table 2	DNA methylation	Body mass index	Age, sex, smoking, alcohol consumption, education, household income, physical activity, cell composition, batch	Beta values	kg/m2	Illumina HumanMethylation450	Whole blood	Regression coefficient per 1 SD of body mass index	2106	1	Adults	Both	African	26110892_body_mass_index_aric
Aslibekyan S	NA	26110892	2015-07-01	Body mass index	EFO_0004340	Discovery GOLDN	Table 2	DNA methylation	Body mass index	Age, sex, smoking, batch	Beta values	kg/m2	Illumina HumanMethylation450	CD4+ T-cells	NA	991	1	Adults	Both	European	26110892_body_mass_index_discovery_goldn
Aslibekyan S	NA	26110892	2015-07-01	Body mass index	EFO_0004340	FHS 1	Table 2	DNA methylation	Body mass index	Age, sex, batch	Beta values	kg/m2	Illumina HumanMethylation450	Whole blood	NA	1935	1	Geriatrics	Both	European	26110892_body_mass_index_fhs_1
Aslibekyan S	NA	26110892	2015-07-01	Body mass index	EFO_0004340	FHS 2	Table 2	DNA methylation	Body mass index	Age, sex, batch	Beta values	kg/m2	Illumina HumanMethylation450	Whole blood	NA	442	1	Geriatrics	Both	European	26110892_body_mass_index_fhs_2
Aslibekyan S	NA	26110892	2015-07-01	Body mass index	EFO_0004340	Meta-analysis	Table 2	DNA methylation	Body mass index	Age, sex, smoking, batch	Beta values	kg/m2	Illumina HumanMethylation450	CD4+ T-cells, whole blood	NA	5474	4	Adults	Both	European, African	26110892_body_mass_index_metaanalysis
Aslibekyan S	NA	26110892	2015-07-01	Waist circumference	EFO_0004342	ARIC	Table 3	DNA methylation	Waist circumference	Age, sex, smoking, alcohol consumption, education, household income, physical activity, cell composition, batch	Beta values	cm	Illumina HumanMethylation450	Whole blood	Regression coefficient per 1 SD of waist circumference	2106	1	Adults	Both	African	26110892_waist_circumference_aric
Aslibekyan S	NA	26110892	2015-07-01	Waist circumference	EFO_0004342	Discovery GOLDN	Table 3	DNA methylation	Waist circumference	Age, sex, smoking, batch	Beta values	cm	Illumina HumanMethylation450	CD4+ T-cells	NA	991	1	Adults	Both	European	26110892_waist_circumference_discovery_goldn
Aslibekyan S	NA	26110892	2015-07-01	Waist circumference	EFO_0004342	Meta-analysis	Table 3	DNA methylation	Waist circumference	Age, sex, smoking, batch	Beta values	cm	Illumina HumanMethylation450	CD4+ T-cells, Whole blood	NA	3097	2	Adults	Both	European, African	26110892_waist_circumference_metaanalysis
Shah S	NA	26119815	2015-07-02	Body mass index	EFO_0004340	Discovery	Table S1	DNA methylation	Body mass index	Age, sex, batch	M values	kg/m2	Illumina HumanMethylation450	Whole blood	Residuals from the regression of DNA methylation on covariates were inverse normally rank transformed prior to analysis	1366	2	Geriatrics	Both	European	26119815_body_mass_index_discovery
Shah S	NA	26119815	2015-07-02	Body mass index	EFO_0004340	Replication	Table S1	DNA methylation	Body mass index	Age, sex, batch	M values	kg/m2	Illumina HumanMethylation450	Whole blood	Residuals from the regression of DNA methylation on covariates were inverse normally rank transformed prior to analysis	752	1	Adults	Both	European	26119815_body_mass_index_replication
Teschendorff AE	NA	26181258	2015-07-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Discovery	Table 2	DNA methylation	Smoking	Age, sex, batch	Beta values	NA	Illumina HumanMethylation450	Buccal cells	Regression coefficient per 10 pack-years	400	1	Adults	Females	European	26181258_smoking_discovery
Teschendorff AE	NA	26181258	2015-07-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004319	Replication	Table 2	DNA methylation	Smoking	Age, sex, batch	Beta values	NA	Illumina HumanMethylation450	Buccal cells	Regression coefficient per 10 pack-years	390	1	Adults	Females	European	26181258_smoking_replication
Teschendorff AE	NA	26181258	2015-07-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004320	Whole blood	Table 2	DNA methylation	Smoking	Age, sex, batch	Beta values	NA	Illumina HumanMethylation450	Whole blood	Regression coefficient per 10 pack-years	152	1	Adults	Females	European	26181258_smoking_whole_blood
Chung SA	NA	26192630	2015-07-20	Autoantibody production in systemic lupus erythematosus	EFO_0004866, EFO_0002690	Combined	Table S1	DNA methylation	Autoantibody production in systemic lupus erythematosus	Age, disease duration, cell composition, batch	Beta values	NA	Illumina HumanMethylation450	Whole blood	Wilcoxon rank sum test	326	2	Adults	Females	European	26192630_autoantibody_production_in_systemic_lupus_erythematosus_combined
Chung SA	NA	26192630	2015-07-20	Autoantibody production in systemic lupus erythematosus	EFO_0004866, EFO_0002690	Discovery	Table 2	DNA methylation	Autoantibody production in systemic lupus erythematosus	batch	Beta values	NA	Illumina HumanMethylation450	Whole blood	Wilcoxon rank sum test	186	1	Adults	Females	European	26192630_autoantibody_production_in_systemic_lupus_erythematosus_discovery
Chung SA	NA	26192630	2015-07-20	Autoantibody production in systemic lupus erythematosus	EFO_0004866, EFO_0002690	Linear regression model	Table 2	DNA methylation	Autoantibody production in systemic lupus erythematosus	Age, ethnicity, cell composition, batch	Beta values	NA	Illumina HumanMethylation450	Whole blood	NA	326	2	Adults	Females	European	26192630_autoantibody_production_in_systemic_lupus_erythematosus_linear_regression_model
Chung SA	NA	26192630	2015-07-20	Autoantibody production in systemic lupus erythematosus	EFO_0004866, EFO_0002690	Replication	Table 2	DNA methylation	Autoantibody production in systemic lupus erythematosus	batch	Beta values	NA	Illumina HumanMethylation450	Whole blood	Wilcoxon rank sum test	140	1	Adults	Females	European	26192630_autoantibody_production_in_systemic_lupus_erythematosus_replication
van Veldhoven K	NA	26244061	2015-08-04	Breast cancer	EFO_0000305	NA	Table S7	Breast cancer	DNA methylation	batch	NA	Beta values	Illumina HumanMethylation450	Whole blood	Poisson generalized linear model	324	1	Adults	Females	European	26244061_breast_cancer
Everson TM	NA	26292806	2015-08-21	Atopy	EFO_0002686	Discovery	Table 5	Atopy	DNA methylation	Sex, cell composition	NA	M values	Illumina HumanMethylation450	Whole blood	NA	367	1	Adults	Both	European	26292806_atopy_discovery
Everson TM	NA	26292806	2015-08-21	Atopy	EFO_0002686	Replication	Table 5	Atopy	DNA methylation	Sex, asthma treatment, cell composition, batch	NA	M values	Illumina HumanMethylation450	Whole blood	NA	464	1	Children	NA	European	26292806_atopy_replication
Everson TM	NA	26292806	2015-08-21	High serum immunoglobulin E	EFO_0004579	NA	Table 5	High serum immunoglobulin E	DNA methylation	Sex, cell composition	NA	M values	Illumina HumanMethylation450	Whole blood	NA	144	1	Adults	Both	European	26292806_high_serum_immunoglobulin_e
Nakatochi M	NA	26404063	2015-12-01	Plasma resistin level	EFO_0004819	Discovery	Table 2	Plasma resistin level	DNA methylation	Age	ng/ml	M values	Illumina HumanMethylation450	Whole blood	Plasma resistin level were log10 transformed	191	1	Geriatrics	Males	East Asian	26404063_plasma_resistin_level_discovery
Nakatochi M	NA	26404063	2015-12-01	Plasma resistin level	EFO_0004819	Discovery adjusted for additional covariates	Table S1	Plasma resistin level	DNA methylation	Age, smoking, body mass index, cell composition	ng/ml	M values	Illumina HumanMethylation450	Whole blood	Plasma resistin level were log10 transformed	191	1	Geriatrics	Males	East Asian	26404063_plasma_resistin_level_discovery_adjusted_for_additional_covariates
Nakatochi M	NA	26404063	2015-12-01	Plasma resistin level	EFO_0004819	Replication	Table 2	Plasma resistin level	DNA methylation	Age, sex	ng/ml	M values	Illumina HumanMethylation450	Whole blood	Plasma resistin level were log10 transformed	287	1	Adults	Both	East Asian	26404063_plasma_resistin_level_replication
